author,text,likes,time,label
@AkunDbs,Bang kalo mau memberi bantuan usaha kn langsung ke warga. Jngn lewat pemda. Saya dpt info dri keluarga di Aceh. Utk pejabat daerah kurang grecep. Masih bnyk yg blm dpt bantuan sampe hri ini,0,2 bulan yang lalu,2
@p4l5u,"usulan agar kayu2 yg gelondongan besar di pantau itu, di kumpulkan dan dijual oleh pemda buat bantuan sembako, obat2an dan selimut dll

hai tukang kayu",0,2 bulan yang lalu,2
@animasiyuki,ok,0,2 bulan yang lalu,1
@Koruptorkebalhukum,Oligarki & pejabat apakah tidak takut dipertanggung jawabkan dunia akhirat kelak 😢,1,2 bulan yang lalu,0
@edpantika,HAARP,0,2 bulan yang lalu,1
@nurhidayatofficial1935,Saya org Sumatra saya akan sangat setuju jika ada negara Sumatra di dalam negara Indonesia,0,2 bulan yang lalu,2
@Manusiamerdeka-s9y,Pmrintah cuma cengar cengir ..pmrintah tu hrus bertanggung jawab atas hilngy hutan ..,0,2 bulan yang lalu,1
@joheungmin6403,Pemerintah takut kalau bau busuk (korupsi dan keserakahan) mereka tercium oleh dunia.,0,2 bulan yang lalu,1
@samuelhinyo4383,Pemerintah punya pertimbangan untuk menetapkan sebuah bencana Nasional atau tidak yg terpenting dan utamanya adalah gerak cepat pemerintah dlm membantu semua masyarakat yg terdampak bukan berurusan penetapan bencana. Indonesia kuat.,0,2 bulan yang lalu,2
@sudaryonoyono8221,Ayo bersatu ini saudara kita apapun yang bisa kita lakukan semampunya. Semoga Alloh memberikan pengampunan menghentikan segala musibah di negeri ini.,0,2 bulan yang lalu,1
@heruhandoko2758,"Udh bisa kok Sumatera buat negara sendiri,,yuk bisa yuk",0,2 bulan yang lalu,1
@dickyriswanda9876,"info update 02/12 khsuus aceh yang pesisir laut jalan lintas medan banda aceh sudah bisa di akses 80% sudah normal, untuk wilayah yang daratan tinggi ke atas dna pelosok semua akses lumpuh total.di sini kritis BBM dan bahan makan.untuk listrik sudah aktif walaupun tidak lama, jaringan udh mulai aktif 1 1",0,2 bulan yang lalu,0
@ghanirm5831,"""Pemerintah Indonesia""",0,2 bulan yang lalu,1
@KenzZeroK,Klo Sumatra jadi negara mungkin akan lebih jaya dan kaya di bandingkan di Jawa jakarta dll😌,0,2 bulan yang lalu,1
@jaitinsingko3681,Musibah mau dimalu2in ko tunjukin ke media supaya seluru magara nunjuk mana satu kawan or musuh apapun gbu all,0,2 bulan yang lalu,1
@wisnujatinarendra4483,"Saya sangat berduka atas bencana yg menimpa saudara-saudara kita yg d Sumatra 🙏😊saya suku Jawa
Gaenak jg kok jd suku Jawa apalagi org kampung seperti saya, kalo g krja g makan, jalan bnyk yg rusak jg d desa, kabupaten di pulau Jawa bahkan tak lebih bagus drpd kabupaten2 di pulau Sumatra 😊",1,2 bulan yang lalu,0
@agusfikri,"Jadi ingat berita 1 tahun yang lalu, ""Kim Jong Un Eksekusi Mati 30 Pejabat Korut gegara Gagal Mitigasi Banjir""",0,2 bulan yang lalu,0
@Rico.Jerico,F uc k the government,0,2 bulan yang lalu,1
@SyariefSyrf,Tamparan untuk pemerintah? Emang punya muka?,0,2 bulan yang lalu,1
@pakisaji2801,"Gak kuat lihat hewan dibunuh dan terusir dari hutan, manusia tenggelam..Tuhan,tolong kembalikan hutan laut tanah yg dikeruk kembali murni bersih dari manusia rakus",0,2 bulan yang lalu,1
@Dianawidjaja-x5u,semoga bencana cepat berlalu ..amin.,0,2 bulan yang lalu,1
@gilangbatford,pray for sumatera 🙏🏻😔,0,2 bulan yang lalu,1
@komperwardopo7631,"Prihatin .utk.saudaraku di Sumatera..Ayo saatnya Pemerintah dengarkan.masukan semua pihak..Ilmuwan, peneliti, LSM, dan warga. Duduk bersama mjd salah satu solusi..Kondisi Indonesia sdh darurat bencana.",1,2 bulan yang lalu,1
@dimasputra3659,apa harus viral dulu ya?!🤦🏻‍♀️,0,2 bulan yang lalu,1
@stellamanurung519,"Satu lagi banyak pemerintahan provinsi di sumatera itu amat sangat money oriented,dengan level yang sangat parah.Disana apa2 udah biasa kasih ucapan thank you.Makanya dengan bencana begini mereka bingung mau ngapain sarana prasarana itu kurang ,padahal mereka sudah kena bencana sebelum nya",0,2 bulan yang lalu,0
@hilmanlabelo9731,"Innalilahi Wa'inna illaihi Rojiun, Tetap bersabar Saudaraku, yakin kami turut bersedih dan berduka, kami titip Do'a semoga keadaan ini cepat pulih, terus waspada, dan saling menguatkan.",0,2 bulan yang lalu,0
@79085,"Stop menertawakan apa yg menimpa Palestina, semua bencana kemanusiaan adalah tragedi buat kita bersama. Kalau karma itu datang yg kena bukan hanya kita, bisa jg tetangga kita. 
Buat yg paham2 saja.
Stay strong Sumatera.",0,2 bulan yang lalu,1
@RosidBuron,"PENTING NYA MENJAGA DAERAH MASING2 ATAU KAMPUNG SENDIRI.
Bicara soal penebangan pohon,bisa saja orang setempat pun terlibat, tentu semuanya demi uang, menyampingkan keselamatan.",8,2 bulan yang lalu,0
@ervinasilalahi3843,sumatera bukan jawa. sumatera daerah pegunungan banyak hutan ditebang hancurlah. emang jawa? hutan gundul pun lihat lah masih aman y krna jawa ini emNg rata,0,1 bulan yang lalu,1
@HeniSetyowatidua,"punya rasa malu lah pemerintah,,pemerintah di angkat oleh rakyat,,,di gaji oleh rakyat,,,jadi kalau bencana,,ya pemerintah pusat respon lah !! 3 propinsi itu kan masuk INDONESIA,,,,SATU  JANDA TUA SAJA,,DI TANGGUNG NEGARA LHO,,,ITU  MENURUT ,,UNDANG UnDANG,,KALAU ADA PEJABAT TERKAIT CUCI TANGAN,,LEBIH BAIK MUNDUR SAJA,,,INI NEGARA DEMOKRASI !!!! DAN BENCANA BESAR  INI,,KARENA ULAH PEJABAT JUGA !!!!  KALAU PUNYA RASA MALU !!!",0,2 bulan yang lalu,2
@hendiferdians3234,"Emang pemerintah mau peduli
Emang ada orang tamak bisa menyelamatkan, dirinya sendiri aja tidak bisa selamat
Semoga Indonesia melahirkan pemimpin yg bijak, amanah dan peduli terhadap rakyat",0,2 bulan yang lalu,2
@kameragelapid7256,"ayo tolong GreenPeace atau apalah tuntung pemerintah Indo ke PBB. Ga pernah belajar sama alam, dulu pernah asap berhari2 di kalimantan dan sumatra gara2 SAWIT sekarang bencana banjir. Kalimantan juga udah mulai dibuka lahan, papua juga sama. mau sampai kapan?",0,2 bulan yang lalu,0
@ChannelRafik,"kami mendoakan semoga saudara setanah ANDALAS dalam lindungan allah.. yg gugur di jadikan gugur yg husnul khotimah,, dan yg terdampak  di beri ketabahan , kesabaran dan kekuatan,, fisik dan mental..dari saudara SETANAH ANDALAS SUMATERA SELATAN😭😭😭🤲🤲🤲",0,2 bulan yang lalu,2
@vickyprasna9665,"Membenarkan apa yg di katakan ferry skrg sdh ada buzzer yg aktif 🤦‍♀️ jwabannya ga jauh2 palu juga dulu korban lebih banyak , kmrn semeru knp ga brisik ga pada kumpulin donasi 🤦‍♀️ gustiiin🤦‍♀️🤦‍♀️🤦‍♀️ capek bgt",0,2 bulan yang lalu,1
@designerafatar,"Tanah LELUHUR Ku berduka semoga cepat pulih, sabar ya kak di unand tetap semangat menuntut ilmunya",0,2 bulan yang lalu,2
@stellamanurung519,"Yang belum pernah pergi ke sumatera jangan dibayangkan kaya di jawa ya,dimana jalan pada lurus2 dan banyak tol.Disana tuh jalan berkelok kelok samping nya jurang..udah jalan nya nggak gede berkelok2 dan dua arah,serta banyak truk.Saya pulang kampung ke tapanuli utara itu kanan bukit kiri jurang.Tahun 2024 aja kemarin sudah banyak pohon ambruk dan tanah longsor sehingga menutup jalan.Kalau di luar ibukota provinsi kayak medan itu jalan nya udah nggak lurus2 lagi.Tahun 2024 saja arah ke kaban jahe (tanah karo) sudah ditutup krn longsor.Jadi pemerintah setempat udah banyak dapat peringatan tapi mereka nggak buat penanggulangan,jadi ya begini",0,2 bulan yang lalu,0
@jorngombabiat,Cuma anda Youtuber yg berani angkat kasus ini.Hebat loe kawannnn,0,2 bulan yang lalu,2
@NOOBAnimation243,daerah2 cuma tanah jajahan peperintahan jawa sentris. untuk dia ambil saja sumber daya alamnya,0,2 bulan yang lalu,1
@AchmadFurchon,saya akan melihat the power of ferry irwandi ...apakah status bencana sumatra bisa dikategorikan oleh keppres,0,2 bulan yang lalu,1
@yunitawenda3752,"Sekarang sudah sangat tidak bisa mengharapkan Pemerintah, pejabat dan aparat, sangat tega buat keputusan2 yang sangat merugikan rakyat dan hanya mementingkan kepentingan pribadi dan golongan..
semoga Tuhan yang membalas semua tangisan2 rakyat Indonesia..",0,2 bulan yang lalu,0
@akarangin4853,ungkap dulu peristiwa nya baru di statusin bencana nasional.. enak aja udah berbuat jahat ga mau tanggung jawab.,0,2 bulan yang lalu,1
@firdaQurrota,After bencana ini harus banget di usut penyebab bencana selain karena alam ada juga faktor ketamakan manusia yg harus bertanggung jawab! Harus banget buat kebijakan tegas buat para² perusahaan tambang dan sawit dan harus gencar reboisasi,0,2 bulan yang lalu,1
@febriaditia9933,"Ini akibatnya jika negara/pemerintahan d pimpin oleh orang2 yg tdk kompeten, mereka hanya memikirkan kepentingan kelompoknya sja demi meraup keuntungan pribadi tnpa memikirkan masyarakat dan alam Indonesia.
10 THN trakhir pejabat2 yg menjabat d segala bidang adlh orang2 titipan Pemimpin, Pemimpin yg katanya sederhana, merakyat dan menjunjung tinggi Demokrasi bahkan dia sendiri lahir dari tingkat walikota sampai menjabat jdi Presiden ternyata seorang penghianat Demokrasi, seorang yg munafik, seorang yg serakah dan tamak.",2,2 bulan yang lalu,1
@damayantikasim8354,"Di zaman kami sd bahkan boneka si unyil aja menanam 1 pohon, setiap anak 1 pohon.. kiranya yg ditanam si unyil dipanen sekarang😢,  dampaknya pada banyak anak bangsa.. cepat pulih saudara ku di ujung lain sumatra .. Indonesia",0,2 bulan yang lalu,2
@amsantoz5976,"STOP MBG YG GA ADA GUNA,,,Alokasikan ketempat lain yg lbh urgen. Cuma gara gara janji kampanye yg ga penting ujung ujungnya buat ajang korupsi nasional !!!!",0,2 bulan yang lalu,1
@rhaaaaastt,gw nontonnya sambil nangis😢,1,2 bulan yang lalu,1
@hanifahazhari656,"Udah 3 provinsi terdampak musibah bencana alam tapi belum masuk dalam status "" BENCANA  NASIONAL ""
tapi kekayaan alamnya ""MILIK NASIONAL "" 
hahhahaaa lucu sekali negeriku ini 😭😭😭",0,2 bulan yang lalu,1
@wizkeuangan9269,#SumateraJugaIndonesia,0,2 bulan yang lalu,1
@AdhyTalu,Saudara kita sedang berduka tp kelompok sebelah sibuk dgn reuni agar bantuan ke Palestina terkumpul,0,2 bulan yang lalu,1
@graceputeri,"Pak Presiden, laporan terbaru: banjir sudah meluas. Longsor juga terjadi di beberapa titik. Sumatera minta status bencana nasional.”
Presiden versi omon omon ini mengangguk sambil menyeruput kopi. “Hmm. Bencana, ya?”
“Iya, Pak,” jawab Kepala BNPB. “Skalanya besar sekali.”

Presiden memiringkan kepala. “Besar banget atau besar biasa? Soalnya kalau besar biasa saya masih punya meeting Zoom nanti.”
Kepala BNPB membuka mapa besar berisi data korban dan kerusakan. “Ini besar banget, Pak. Rumah hanyut. Jalan putus. Warga butuh bantuan pusat.”

Presiden menatap angka-angka itu dengan serius. “Hmm… tapi menurut saya, ini belum nasional.”

“Kenapa belum, Pak?” tanya menteri.
“Karena TV nasional belum mainin breaking news setiap lima menit,” jawab presiden mantap. “Kalau belum nongol berkali-kali, berarti belum nasional.”

Ruangan hening. Seseorang di pojok batuk kecil, mungkin karena menahan tawa atau stres.
Menteri lain mencoba cara halus. “Pak, warga sangat terdampak. Ini mempengaruhi beberapa provinsi.”
Presiden mengangkat tangan seolah menjelaskan ilmu baru. “Lihat, bencana nasional itu punya standar. Misalnya:

Terasa dari Sabang sampai Merauke.
Trending di semua platform.
Ada tagar minimal tiga juta kali disebut.

Dan yang paling penting”
Ia berhenti, dramatis.

“Saya sendiri lihat videonya dan bilang, ‘waduh’.”
Kepala BNPB napasnya mulai terengah. “Pak… video sudah banyak.”
“Iya,” jawab presiden santai, “tapi yang bikin saya bilang ‘waduh’ belum ada. Banjirnya harus dramatis. Kayak apa ya perahu nabrak alfamart. Gitu.”

Menteri-menteri memandang satu sama lain, mempertanyakan pilihan karier mereka.
Presiden lalu menutup map dengan percaya diri. “Kesimpulan: kita tunda dulu status bencana nasional sampai bencananya terasa… lebih nasional.”
“Lebih nasional itu maksudnya apa, Pak?” tanya seorang staf.
“Ya… sampai saya bisa ngerasain getarannya dari sini,” katanya sambil menepuk dan mengedor meja meja. 

“Kalau cuma rakyat yang ngerasain mah bukan nasional, itu regional.”

Sementara itu, jauh di pengungsian Sumatera, warga memandangi televisi kecil yang disokong kardus supaya nggak miring.
Seseorang berkomentar, “Jadi bencana kita itu kurang nasional? Harus dikasih apa nih? Bendera? Lagu kebangsaan?”
Yang lain menimpali, “Atau kita kirim banjirnya ke ibu kota dulu biar dianggap penting?”
Dan semua terdiam beberapa detik, sebelum akhirnya tertawa karena kalau nggak ketawa, nanti stres.
Begitu hujan makin deras, seorang bapak berkata lirih, “Udahlah, besok kita bikin tagar: #BencanaKamiKurangWaduh",0,2 bulan yang lalu,0
@masihakuu,Ayo dong pemerintah cepat bergerak. Kasian masyarakat yang terdampak bencana,4,2 bulan yang lalu,1
@dexx_LT,Benerrr apa lagi yg nyebut di press con bilang kayu kayu itu kayu rapuh bukan illegal penebangan hutan asli itu si sesat banget 😂,0,2 bulan yang lalu,0
@ragamteknik9656,"Seperti nya Sumatra bukan bagian dari Indonesia.
Kami di medan dan sumatera lain nya merasa di anak tirikan",0,2 bulan yang lalu (diedit),1
@07.danitrisnanto71,BACRIT....,0,2 bulan yang lalu,1
@adesaputra2954,"EMANG KRITIK GA PERLU SEKOLAH TINGGI, ANAK TK BISA JUGA MENGKRITIK, INTINYA INDONESIA BNAYAK YG MALING, DAN MALINGNYA SEMUA ORANG² TERDIDIK",0,2 bulan yang lalu,1
@jansensara7679,"Ada reunian di jakarta hari ini, yg pasti tak peduli banjir sumatra,itulah tokohhhhh muuuuu",0,2 bulan yang lalu,1
@idhomeilano5894,ferry sok tau...,0,2 bulan yang lalu,1
@thomagaratta,Smdk,0,2 bulan yang lalu,1
@RandiArt,🤲🏻,0,2 bulan yang lalu,1
@Zeee-g6r,bencana dalam film film terjadi ketika pemerintah tidak mau mendengarkan para ilmuan,0,2 bulan yang lalu,0
@maulanateknik-o8p,"Katanya Sawit juga pohon ada daunnya, 'itu sapa yg bilang???? dari dulu perbandingan Sumatera dan Jawa tu kayak Gubuk dan istana, semua ada di Jawa, sedangkan sumatera kereta api aja cuma dari lampung sampai palembang. jangan sampai rakyat Sumatera berfikir Merdeka.",1,2 bulan yang lalu,1
@lolo_ucxiha,HUKUM MATI MENHUT PAK,0,2 bulan yang lalu,0
@alfinpalmina2496,Sudah ada aturannya perihal skala bencana dan tanggapnya...seluruh indonesia sekarang ini sedang persiapan menghadapi bencana banjir & tanah longsor krn siklonnya masih muter2 di atas Indonesia. Semoga kita diberi kekuatan dan ketabahan,0,2 bulan yang lalu,0
@IndraReactEverything,"presiden : ""JANGAN TAKUT DEFORESTASI..."" 🎉🎉🎉",0,2 bulan yang lalu,0
@Nurlaelah-d8r,HABIS SUDAH HUTAN DI INDONESIA JADI KUBURAN BUAT PENGHUNI YA😢😢,0,2 bulan yang lalu,1
@loxy-j2g,"Taek loe, bacrit",0,2 bulan yang lalu,1
@widibaka7058,semoga sumatera segera pulih lagi. Ohiya bang tolong tambahkan subtitle dong karena suaranya kurang jelas terdengar. Saya bisa buatkan subtitle yang bagus kalau mau,0,2 bulan yang lalu,2
@espresso9686,"Mana bisa, Dulu TKA itu miliknya om wowo.. Gatau skrg..  😢😅",1,2 bulan yang lalu,1
@tgtmix6967,Jumlah pemilih di sumatera sedikit .... Politik kampret 😂😂😂,0,2 bulan yang lalu,1
@EdiPurba-g9z,Ya Allah jauhkanlah kami dari azab dan siksamu sadarkanlah para pejabat kami agar jangan berbuat kerusakan dibumi ini dan hancurkan segala pekerjaan2 orang jahat dan rakus yang tidak memikirkan negara dan ekosistem alam ini ..dan semoga para keluarga korban diberin kesabaran dan alfatiha bagi korban yg sudah meninggal..sesungguhnya Engkau maha pengasih dan maha penyayang berikanlah pertolonganMu kepada negara kami ini yaAllah,0,2 bulan yang lalu,0
@IrwantoRais,Zulhas jgn cari muka mikul beras utk warga.. Dia hrs dimintai tanggung jawab jg pd saat jd menteri kehutanan.. Siti Nurbaya dan Rajajuli jg bertanggungjawab.. Menteri kehutanan gk memiliki kompetensi,1,2 bulan yang lalu,1
@IrwantoRais,Rocky Gerung sering kali kt dengar bicara Environmental Ethics.. Inilah kejadiannya.. Klo pejabatnya dungu dan rakus masyarakat yg jd korban.,0,2 bulan yang lalu,0
@kl2fotocopy563,"Warga sumatera dimanapun berada ayo kita bantu saudara2 kita yg tertimpa musibah apapun bentuk saudara2 kita sangat membutuhkan uluran tangan kita,biarkan mereka mengatakan bencana itu heboh di Medsos tapi  negara lain sangat perduli dengan rasa kemanusiaannya.",1,2 bulan yang lalu (diedit),2
@raycastudio,Main domino dulu ahh,0,2 bulan yang lalu,1
@IrwantoRais,Kasihan Pak Prabowo dpt masukan yg salah definisi pohon penahan pergerakan tanah.. Sawit itu msk rumpun jenis kelapa yg akarnya itu akar serabut bkn akar tunjang,1,2 bulan yang lalu (diedit),0
@akbarriansyah4750,"Gila bener d indonesia ini,,hrs menunggu status bencana nasional,,,,,knp ribet x urusan,a hrs menunggu org mati kelaparan ap..????",0,2 bulan yang lalu,0
@randadeni7130,"Bang izin,boleh repost di tik tok?",0,2 bulan yang lalu,1
@kabayantea6327,ALAM SEDANG MEMPERBAIKI DIRI,0,2 bulan yang lalu,2
@Sepuluhribuakun,Semoga cepat membaik ❤,0,2 bulan yang lalu,2
@wiyarmanandri671,"Turut berduka cita. Ini bencana nasional. Ini bukan sekedar bencana alam biasa, ada kelalaian manusia terhadap alam. Harus ada yg bertanggung jawab baik pejabat, aparat & perusahaan yg terlibat dalam kerusakan ekosistem. Harus ada yg dihukum biar jadi pelajaran seluruh negeri dan biar tidak terulang lagi.",1,2 bulan yang lalu,0
@jonojoni8430,Sedangkan anomali Alil said : kenapa anda begitu peduli untuk mengembalikan ekosistem?,0,2 bulan yang lalu,2
@teggeee,gubernur sumut meninggalkan permainan terdeteksi melakukan AFK..battle point akan dikurangi,0,2 bulan yang lalu,1
@rayhanrdr2083,"Selagi yg diterapkan masih sistem buatannya manusia, jangan harap akan ada yg namanya keadilan dan kesejahteraan untuk seluruh rakyat.",0,2 bulan yang lalu,2
@rayhanrdr2083,"Akar dari semua problematika ummat hari ini adalah karna, sistem yg RUSAK.",0,2 bulan yang lalu,0
@PupuPahaKempooll-l7z,"Tolong para influencer Spil Nama Perusahaan Yang Melakukan Perusakan Alam, sipa saja Pejabat atau Nama2 di balik perusahaan tersebut biar semua Publik Tahu.!!!",0,2 bulan yang lalu,0
@Eddy-zy5nq,"Pemerintah pelit,ga mau keluarkan uang untuk menolong warga Sumatera Dan Aceh.Kalo pulau Jawa yg dilanda musibah cepat aja pemerintah datang menolong,anjirrr",0,2 bulan yang lalu,1
@EfRinaldi-b5z,Semangaik Da,1,2 bulan yang lalu,1
@SanmasaIsmuwangi,"Prabowo g ada duit lagi duit cadangan antisipasi bencana yg 400T disimpan dulu udh dialihkan 270 T ke bank2 himbara,penanganan dan rehabilitasi 3 wilayah itu bisa menelan anggaran 250 T,ini hnya bisa dilakukan di anggaran Tahun depan,jd pertanyaan sy presiden dan Mentri mana yg peka...???",0,2 bulan yang lalu,1
@RazProductiondigiprint,"Pray for Sumatera..  jelas pemda di bbrp wilayah lumpuh krn ketidakmampuan sistem lokal melakukan evakuasi dan tanggap darurat, sehingga yang mampu bergerak cepat adalah pemerintah pusat dengan segala perangkat dan supportnya mampu mengorganisasi dalam skala besar dan masif.   Harus segera & tanggap, karena evakuasi korban jiwa sudah mendesak, dan potensi korban yang bertambah banyak karena pengungsi terjebak dalam tempat2 yang terisolasi.  mereka dalam kondisi survival/ bertahan hidup di tengah situasi kedinginan, kelaparan, hilang sanak saudara, hartabenda dan tempat tinggal!!!!  Please mr. Prabowo presidenku... tetapkan BENCANA NASIONAL segera..!!",1,2 bulan yang lalu,0
@AnggaPutraRamadhan-l7l,Gak boleh,0,2 bulan yang lalu,1
@josiahace6886,Dimana ada bansos disitu ada lahan basah,0,2 bulan yang lalu,1
@Ryuma_Wano,"Menguntungkan segelintir tikus² biadab yang ateis tidak percaya kebesaran Alam. Merugikan saya, kamu, kita & seluruh mahkluk hidup yang memerlukan oksigen untuk bertahan hidup. Termasuk, menghancurkan peradaban ini dalam waktu singkat. Ini bukan rahasia, semua orang tau tapi hanya sedikit yang berani speak up. Negara ini hancur lebur. Selamat menikmati.",0,2 bulan yang lalu,0
@danzai_kunn91,Bentar mau cuci muka dulu,0,2 bulan yang lalu,1
@MiqdadAttauky,"Lekas membaik saudara²ku, semoga diberikan kesabaran dan ganti yg lebih banyak dan lebih baik. Siklon tropikal bukan sekadar fenomena alam, atasnya ada approval Yang Maha Kuasa untuk memberi peringatan kepada sebagian kita, dan mengangkat derajat kepada sebagian lainnya.

Ya Allah ya Rabb, kepadaMu kami mengadu ...",0,2 bulan yang lalu,2
@abd.rahman_23アブドゥル.ラーマン,Ga bisa jadi bencana nasional itu bang yakin dah😢,1,2 bulan yang lalu,1
@AnakPetani-ej9ji,"Padahal sumatera pulau yang indah, sialan para penjahat durjana gak punya otak!!!",0,2 bulan yang lalu,1
@TriAnto-n1s,Bencana made in mafia,0,2 bulan yang lalu,1
@하나speed_08,"Kalo u/ bantuan ke Negara lain  yg lagi berkonflik dgn alasan ""Kemanusian"" aja kok bisa dgn cepat dikirim bantuan dengan hitungan hari. Sebaliknya ada bencana di negara sendiri  & memakan korban jiwa Saudara2 sebangsa & setanah air, kenapa bantuan malah terasa ""Lambat"". Malah,  pas aksi penjarahan terjadi karena mereka ""Lapar"" malah disuruh sabar....😮‍💨",0,2 bulan yang lalu,0
@jalalludinmustar-qi4sw,"Kenapa kok dibikin pusing, bencana ya bencana. Mau bikin pusing bencana nasional, becana daerah dan mcm² lagi. Ngga perlu orang pinter mau lihat itu sebagai bencana tapi bodoh amat kalau masih mau bilang apa iya itu bencana.",0,2 bulan yang lalu,1
@bambangsuparyono5798,"ujian bagi pemerintahan PS.... akumulasi
Warisan berbagai kebijakan pendahulunya yg cenderung byk bobrok.. 
selain faktor alam",0,2 bulan yang lalu,1
@kev_duet,Sumatera sisi selatan ttp waspada🙏,0,2 bulan yang lalu,1
@bambangsuparyono5798,"apakah yg sdg darurat & ktitis.... 
harus nunggu ""status bencananya"" untuk  dapat pertolongan segera..???",1,2 bulan yang lalu,1
@dibaliklayar0328,"bang, gw mau bilang deh, bang ABANG JADI KEP. BMKG kayaknya lebih Pantas deh bang, ... Actual detail dan mencerdaskan Bangsa sangat Faktual ❤❤❤❤
#Pray For Sumut-bar",0,2 bulan yang lalu,2
@gintingbewok4554,"Yokk kita up terus di medsos
Gimana cara nya harus sampai berita ini ke dunia!
Jangan biarkan begini"" saja",0,2 bulan yang lalu,1
@joegotirtoetirto3056,"Presiden pilihanmu kaum trmul,  ya jangan ributlah.  Semoga Indonesia segera bubar",0,2 bulan yang lalu,1
@brodedi452,Kenapa selalu pake sentimen jawa dan luar Jawa...secara anggaran sepertinya kurang lebih untuk setiap daerah kecuali daerah yg ada otonomi khusus...balik lagi ke pimpinan setiap daerah apakah ada kemauan untuk memajukan tiap daerahnya...jangan jika ada apa apa selalu menyalahkan pusat menyalahkan Jawa,0,2 bulan yang lalu,1
@dibaliklayar0328,"HARUS .HARUS NASIONAL 
INILAH RUSAKNYA NEGERI INI BUAT MALU BANGSA RUSAK NYA PARA PEJABAT YG KEMARUK",0,2 bulan yang lalu,0
@bahlil-e1j3e,yang sabar saudaraku di sumatra kami peduli tapi pemerintah kita kalian tau sama tau lah,0,2 bulan yang lalu,2
@TitienAsnawati,"Melihat tangisan gubernur Aceh karena melihat 4 kampung hilang, auto mengalir air mata.Pemimpin seperti inilah seharusnya memimpin seluruh provinsi di Indonesia, pemimpin yang bekerja pakai otak dan hati.Sementara yang harusnya bertanggung jawab sibuk klarifikasi 😭😭😭",1,2 bulan yang lalu,1
@terpedia,udah banyak buzzer yang mengcounter narasi ini di x dan tiktot,0,2 bulan yang lalu,1
@SanmasaIsmuwangi,karna Prabowo g punya uang lagi(uang cadanganya udah dialihkan ke bank 2 Himbara),0,2 bulan yang lalu,1
@SanmasaIsmuwangi,status bencana nasional ada anggaranya yg sangat besar,0,2 bulan yang lalu,1
@IdeaPhoto-d8k,"Prabowo, kalah lagi sm jokowi😂. Berani ga macan asia😂 hajar gubernur sumatera dan hajar menteri kehutanan 😂😂. Omon2 kita saksikan bukti nyata😂",1,2 bulan yang lalu,1
@Salamuddindaulay,Pernah terjadi topan yang sangat besar terjadi di dunia menghancurkan satu propinsi di Filipina sampai merambat di beberapa negara dis dg topan haiyan itu bencana duniawalaupun yg terdampak cuma di satu propinsi di Filipina.,1,2 bulan yang lalu,0
@tonnybrata1383,Negara sdh ga punya lagi dana siap pakai karena sdh dihamburkan untuk yg lainnya. Astaghfirullah,1,2 bulan yang lalu,1
@Salamuddindaulay,karena kerawanan dan ancaman ke tiga daerah dr peta rawan bencana MK sebaik nya daerah Sumatera Utara bpbdnya boleh menerbitkan pengarah dlm  structure bpbdnya karena biasanya dlm pemerintahan selalu saja ada mutasi pejabat yg kadang kala TK mengetahui TT kebencanaan MK ada badan pengarah yg orang nya tlh berpengalaman menghadapi bencana .,1,2 bulan yang lalu,2
@Bani-w7j,dari jauh sudah nampak ada titik titik gundul di bukit barisan,0,2 bulan yang lalu,1
@pitadew,International pak harusnyaaa… orang hempasan angin sama air lautnya sampe ke srilanka. Cek aja update newsnya di google.,0,2 bulan yang lalu,1
@yuliantina3330,Sibuk bantu dan mikirin negara lain!!,0,2 bulan yang lalu,2
@Salamuddindaulay,Kalau perintah pusat menetapkan status bancana sumatera di tiga propinsi menjadi bencana nasional pemerintah pusat bisa mengambil dana siap pakai yg biasanya dananya di ambil satu persen TDK Ter masuk dana APBN disiapkan untuk cadangan perang dan bencana bukan di dana APBN yg sudah di rancang dari dan untuk ke gunakan nya.dan pertanggung jawaban nya agar sederhana sesuai dengan Kep kepala BNPB .( Penggunaan danasiap pakai),1,2 bulan yang lalu,1
@ikomanganajunaedi7541,gedung pesantren roboh pakai apbn. ini bencana sebesar gini gak pakai apbn?,0,2 bulan yang lalu,1
@DaudSumantri,"udah di kasih tau hamba Tuhan  , sembah Allah yg benar",1,2 bulan yang lalu,1
@Salamuddindaulay,Penetapan status bencana apakah status bencana nasional atau daerah tergantung pada dampaknya pada pemerintahan .azat atau ancaman korban dan luas nya daerah misalnya KL antar kecamatan menjadi bencana kabupaten.kalau antar kab kota menjadi  propinsi dan ini bencana antar propinsi menjadi status nasional .kemudian berhentinya giatpemerintahan hal ini juga sudah di alami MK ini sudah menjadi status nasional MK penetapan oleh pemerintah pusat dengan memberikan  dan menetapkan komando tanggap darurat pada seseorang untuk melakukan komando lintas sektor dipusat.melihat bencana sunami masa lalu dengan dampak yg sangat besar presiden menetapkan bancana  dunia  karena beberapa negara terdampak mkdunia internasional dan LSM seperti mudp.mersi.dan donatu bencana dunia berdatangan dan indonesia membuka kelonggaran mis masalah pabean a beacukai barang barang bantuan luar negri TDK ada biaya bea cukai dll.jadi menurut saya ini sudah bisa menjadi status bencana nasional sesuai dg uukebencanaan .dari mantan ka Bpbd Sumut.,1,2 bulan yang lalu,1
