author,text,likes,time
@ulisysyarifati360,"Saya tidak bisa membayangkan betapa dahsyatnya langit berguncang karena mendengar doa dan sumpah serapah dari ribuan orang yang terdzolimi oleh pemerintah khususnya presiden karena beliau salah 1 orang yg berkuasa untuk menyelesaikan bencana ini,.semoga allah memberikan balasan yg setimpal bagi orang"" yang berbuat jahat ke orang lain",1,1 bulan yang lalu (diedit)
@WaddiSinaga,"Sumatera selaluu di terpa bencana seperti Sunami di Sumatra Aceh pada bulan Desember thn 2004 dan Nyambung lg  dataran perbukitan  banjir bandang di Bukit Lawang Langkat Sumatra Utara dan berlanjut lg Banjir longsor di Sibolga Sumatera Utara juga Sumatra Barat, Sumatera Aceh  .dibeberapa kejadian terjadi ..1.mulai dari  air besar naik  ke daratan 2.Air besar bercampur lumpur turun mencari lembah    .Dan Tidak menutup kemungkinan air yg turun dr langit teruss menerus bercampur Angin dgn dahsyat menimpa plant Bumi dan semoga pulau kita  INDONESIA terhindar dari marabahaya..... karena yg belum kamu  rasakan dan belum Kamu dengar serta belum lihat akan engkau saksikan....alam memang dahsyat.",0,1 bulan yang lalu
@MuhamadHanip-v1j,Banyak orang berpura pura buta agar tidak repot menolong,1,1 bulan yang lalu
@Himenano11,harusnya udh defcon 1 sih ini cmn pemerintahnya ogah,0,1 bulan yang lalu
@juliaan911,"INDONESIA digerus oleh rakyatnya yang tamak... berani sekali mereka2 merampok merampas kekayan dan hak2 rakyat, apa mereka tdk pernah berfikir hidup itu pasti menemukan kematian!",0,1 bulan yang lalu
@RizkyMeisal-e1g,Raungan bumi andalas yang sudah lama tak ku dengar..rupanya masih ada..aku rindu..salam hormat dari tanah rencong,0,1 bulan yang lalu
@anthoni6102,"Biarlah semua merdeka masing2, demokrasi hanya cocok untuk wilayah seukuran Swiss",0,1 bulan yang lalu
@ifoyuda,negara demokrasi berasa diktator,0,1 bulan yang lalu
@parulianmartua7200,Merdeka....,0,1 bulan yang lalu
@yunhendrisiak3536,Setuju bang,0,1 bulan yang lalu
@vann5722,The real bencana .. saat indonesia punya pemimpin tdk bertanggung jawab selama 2 periode=selamat kepada pdi perjuangan karena sdh mengusung presiden terpilih 2 periode❤,0,1 bulan yang lalu
@VivoServicenter,"Woi...para bajingan...! Buka mata hati kalian semua, kalo msh ingin negara Indonesia ini msh ada. Karena berganti Presiden selama puluhan tahun kami rakyat Indonesia kalian jadikan mainan. Apa tdk ada isi otak kalian untuk memajukan NKRI ini..?Kami sdh lelah, capek puyeng mikirin cara kalian ngurusin negara ini. Kalian hanya mikirin jabatan dan kekayaan. Atau bunuh saja kami seluruh rakyat Indonesia ini agar kalian senang dan bisa bebas berbuat apa saja dan bisa menikmati hasil kemerdekaan Indonesia untuk kelompok kalian saja. Atau Allah menurun azab yg pedih kpd kalian semua, semoga kalian mendapat penyakit yg menyakitkan dr Allah SWT yaitu, Gila, Lumpuh Stroke, Linglung, Berak dan kencing di celana, Kurapan, Bisulan di seluruh pantat dan kemaluan, Ngomong sendiri dgn tiang listerik, Ayan Epilepsi, Impoten, pokoknya semua panyakit yg tdk enak kalian terima. Semoga..! 😅😅😅😅",1,1 bulan yang lalu (diedit)
@afridiasanti6800,Ya Allah videonya buka luka lagi bang Fery terimakasih orang baik lekas sembuh negeriku Minang kabau Sumatra Barat ❤❤❤,1,1 bulan yang lalu
@maryamdormer2291,"Assalamu alaykum Bang, terimakasih atas segala bantuannya khususnya buat Tamiang. Orang tua dan keluarga suami kami berada disana. 
Kalau boleh, ini gagasan saja; berhubung listrik belum tersambung di Tamiang dan banyak daerah di Aceh pada minggu ke dua+ pasca bencana ini, kalau bisa diusahakan pengadaan genset untuk daerah2 pedalaman agar dapat difungsikan kembali pompa2 air bersih, InshaaAllah.
Juga mungkin biji2 dan benih tanaman seperti tomato, sawi2, kangkung yg cepat tumbuh dapat diupayakan...
Terpal2 juga mungkin, agar yg tengah berusaha membangun kembali rumahnya Ada sedikit terlindung dari cuaca...
Hanya gagasan saja. You're doing great!
JazakAllah khayran",0,1 bulan yang lalu
@EviKristina-q3s,Mmng sesulit itu untuk pemerintah membantu rakyatnya😢capek bngt slalu berharap agar  pemerintah &negara ini semakin baik,1,1 bulan yang lalu
@EkoHartono-p6d,"Mas ferry ❤❤❤
Terima kasih banyak mas... 
Apa yang anda lakukan secara tidak langsung menampar kita semua..... 
Ampunilah kekhilafan kami Ya ALLAH yang tidak mampu menjaga lingkungan... 
Semoga mas ferry tetap berada di jalan kebenaran dan mendapat balasan yang lebih bagus dari TUHAN..... Amin
Salam ❤❤ dari masyarakat wonosobo",0,1 bulan yang lalu
@goblet9370,"Tolong bang upload di yt kids, mana tau bapaknya ga bs akses wkww",0,1 bulan yang lalu
@Madrid26617,Kapan ya pejabat mendengarkan keluhan  rakyat 😭😭😭😭😭😭,0,1 bulan yang lalu
@XeinaLunz,Sama aja presiden manapun kalau menginstruksikan penggundulan hutan..,0,1 bulan yang lalu
@prasniang,Karena kemunafikan adalah karakter politisi😅,0,1 bulan yang lalu (diedit)
@andrewtazma,"cepat normal kembali sumatera,",2,1 bulan yang lalu
@nursuhudsetiawan168,Saya sependapat dengan kak Fery luar biasa wawasan nya.cocok sebagai penasehat bareng dengan bung Roky Insyaallah negara kita aman sejahtera Krn negara berpihak ke rakyat bukan oligarki atau mafia.,0,1 bulan yang lalu
@nursuhudsetiawan168,Semoga banyak lagi orang 2 seperti kak Fery nongol di negara ini untuk mengawasi dan mengoreksi pemerintah yg lebai terlalu banyak politik kepentingan dan pencitraan.,0,1 bulan yang lalu
@bagaschannel3972,"Klu bencana itu statusnya dijadikan sbg Bencana Nasional, percayalah Pak Prabowo yg akan jd tersangka utama yg tlg menguasai beribu"" hektar tanah negara (HGU)  dan mengeksploitasi hasil kayu""nya utk produksi pabrik kertasnya... Kemudian STLH kayu""nya habis ditanami sawit....",0,1 bulan yang lalu
@gembul-k9z,"Penguasa knt*l,mafia kayu anj*ink",1,1 bulan yang lalu
@wandysusilochandra1025,"Ini korban yg tewas bisa saja lebih dari 3000, jika yg tertimbum itu ketemu semua",1,1 bulan yang lalu
@dzulihsan5613,"Sedar lah wahai rakyat indo, pemimpin yang tidak peduli warga seperti itu malah membuli saat bencana tidak perlu anda simpan. Jangan kerana diberi gula-gula sekecil jari, tetapi beras sekilo dilepaskan. Gula-gula itu pun belom tentu manisan, padahal ia nya adalah racun yang berupa manisan. Pemerintahan negara kamu itu sudah umpama cancer stage 4.",1,1 bulan yang lalu
@adrebertoeven3655,Tenggelamkan SI PEMBALAK,1,1 bulan yang lalu
@mukbangalaindonesia5235,"Saya turut berduka atas semua yg terjadi, hanya ada doa dari saya, semoga lekas membaik saudaraku,😊",0,1 bulan yang lalu
@seizureplaygame,"Di tempat saya 1 loter 50 ribu bayangin ga tuh 
Mafia mafia bensin udah mulai biadab 
Gak ada gunanya polisi di pom bensin 
Tpi tidak terjun ke penjual ketengan untuk cek harga bensin normal atau tidsk 
Ini 50 ribu loh, gimana orang mau makan kalau 15 atau 18 ribu masih oke ini 50K",0,1 bulan yang lalu
@mirror_6382,"Indonesia cuma Jawa,, jadi semakin yakin sama statement ini😂",1,1 bulan yang lalu
@awallokitamayangsari,"Ya Allah, bagaimana caranya agar teriakan teriakan masyarakat ini bisa memecahkan sebegitu tebalnya bubble pelindung Bapak pimpinan negara dari kenyataan yang ada?",0,1 bulan yang lalu (diedit)
@SeptianOkidarmawan-qf9en,"Bang diskusi yuk muak dengan pemerintahan cuma mikirin perut masing2 tanpa akibat jangka panjangnya, serakah!! Akhirnya banyak nyawa melayang merusak alam!!",0,1 bulan yang lalu
@wisnu_wu,"Selama ini yg terdengar adalah ""sumatera berduka"" bukan ""Indonesia berduka"" why",0,1 bulan yang lalu
@dantemuhammaddjorghi,"Presiden Prabowo harus segera menetapkan status bencana nasional untuk rangkaian peristiwa banjir dan longsor di Aceh,
Sumatra Utara, dan Sumatra Barat

Pentingnya menetapkan banjir bandang Sumatera sebagai bencana nasional memiliki dua argumen utama:

1 - Percepatan Bantuan: Penetapan status bencana nasional akan mengaktifkan mekanisme penanganan darurat terpusat, membuka akses lebih cepat terhadap sumber daya nasional, dan memudahkan koordinasi bantuan dari berbagai kementerian/lembaga serta mitra internasional.

2 - Transparansi dan Akuntabilitas Penyelidikan: Dengan status nasional, proses penanganan dan pengusutan penyebab (misalnya, dugaan kerusakan lingkungan atau tata kelola lahan yang buruk) dapat melibatkan lembaga-lembaga pengawas dan penegak hukum yang lebih luas dan memiliki kewenangan di tingkat pusat. 

Akankah Presiden Prabowo Membuka Akses untuk Mengusut penyebab kerusakan ekosistem yang mengakibatkan banjir bandang di Sumatera ??!!

Akankah Prabowo Tranparan?
Akankah Prabowo Mencari keadilan untuk Rakyatnya??Apakah Prabowo malah Melindungi Kroni2nya yang diduga Terlibat ikut Andil atas Terjadinya Bencana Banjir bandang Sumatera ??!!",1,1 bulan yang lalu
@brownluvvveee1403,Semoga orang orang baik di Indonesia ini mulai membuka matanya pada bencana ini,0,1 bulan yang lalu
@brownluvvveee1403,"Aceh Tengah saat ini masih terisolir bang, beras belum ada yg jual bang, mereka sudah menjadikan ubi ubian sebagai bahan pokok, 
Tolong pasokan beras ke Takengon wahai pak Prabowo 

Kasian mereka disana Takengon jangan sampai mereka mati kelaparan dan penyakit mulai terjangkit bapak",0,1 bulan yang lalu
@pisangkeju88,"mana bisa bos.. pelakunya juga prabowo dan kroninya. Ngga berani terima bantuan asing juga, takut diobok2 media asing.",0,1 bulan yang lalu
@Thelonelyma,"Kalo ditetapkan jadi bencana nasional otomatis penyebab yang merusak alam yang mengakibatkan banjir akan di hukum, makanya itu takkan pernah terjadi.",0,1 bulan yang lalu
@cleopatraazs,nangis banyak terus berdoa semoga lekas sembuh ibu pertiwi,1,1 bulan yang lalu
@dennywahyudi1576,Jelas takut kebongkar pelaku bisnis sawit d sumatera..,0,1 bulan yang lalu
@stefianistefiani3772,Bang kalo lu nyalonin jd presiden gue pilih elu,1,1 bulan yang lalu
@SumantoDiary33,Kesini gara2 ferdi diserang buzzer,0,1 bulan yang lalu
@sbdesigner1134,Ini pasti akan menyebabkan GAM kembali,0,1 bulan yang lalu
@ableh_chanel5342,"Pemerintah buta dan tuli,,,,kontol buat pemerintah indonesial",0,1 bulan yang lalu
@LopRot-gd5gy,"Paling cuma bertahan sebulan aja isu bencana nasional ini, kaya demo kemaren 17+8, bantuan juga sampe saat ini udh masuk semua, dan akses udh mulai kebuka, jadi yang gua liat ini cuma event bulanan buat ga setuju sama pemerintah sekarang, buat gua pemerintahan sekarang bagus(cuma eksekutif sama yudikatif), tpi di mata orang ini pasti semua yang di lakuin pemerintah sekarng jelek terus, ga prnh apresiasi sama sekali",0,1 bulan yang lalu
@DewiRachaman,"Presidennya ngemeng doang ini udh mau setengah bulan ,mana coba bantuan 😂😂",0,1 bulan yang lalu
@Cottoncastleinlove,Ya allah gerakkan pemerintah ke arah yg baik dan benar aamiin,0,1 bulan yang lalu
@StellaDhea,"At this point, its obvious he doesnt even care about image or presidential branding at all. He just keeps declaring in his speech abt those ‘dream achievements’ as if theyre already real and actually happened, but yall can see theres literally no actions done to be proud of? or are we people all blind and still looking for it?  Yeah keep thinking that words can replace actual work. Sorry not sorry.",0,1 bulan yang lalu
@TianSofian-x3s,Ini kutukan pejabad yg serakah di era si  jokowi anhingggggg,0,1 bulan yang lalu
@AndiArvin-q9n,Padahal kalo ada bantuan dari Luar negri masyarakat akan jauh lebih baik.....,0,1 bulan yang lalu
@Talhah_AlQadrie,"Lalu ada anomali berbiji satu ngomong ""sawit juga pohon,ada daunnya""😈👹🐶🤡

What the hell",0,1 bulan yang lalu
@omganteng8931,pejabat di Indonesia harus di-nepal-kan.. mana 17+8 ? ujung2nya kembali ke partai..,0,1 bulan yang lalu
@Ary9262_,"Mau sampai mampus pun kita cuma ngomong aja gak bakalan di dengarkan mereka semua, pejabat adalah pelaku utama nya. Kalau memang mau mari demo dan kita turunkan mereka",0,1 bulan yang lalu
@Boworjugnylom,"Der lu pulang dulu pulihin badan, Abis Itu Lu gas lagi, Gak usah pusingin Mulut2 bangsat, Gas lagi dengan yg lebih gila biar mereka Makin Panas Dan makin konslet,galang donasi lagi, Turunin alat berat, Yakin Pasti bisa, Semua Rakyat pasti bantu, Semakin Lu Berbuat banyak,Semakin mereka Konslet Semakin topeng & watak asli mereka dibongkar Tuhan.",0,1 bulan yang lalu
@NurAini-de8lm,Usut para menteri² terkait,0,1 bulan yang lalu
@Ardibae1,setatus bencana nasional itu kalo indonesia. sumatra kan bukan indonesia,0,1 bulan yang lalu
@Tuxtheme,Sampe skrg aja msh belum loh,0,1 bulan yang lalu
@ytaccount5015,harus terealisasi ini,0,1 bulan yang lalu
@Maulana_Muljono,"Sy juga pengen nyoblos, walaupun sy suku Jawa. Bosen Jawa mulu",1,1 bulan yang lalu
@rainhardyosia7155,Trus sumatra apa ? Beli otak dulu sob mumpung promo 12.12 bentar lg ada diskon,0,1 bulan yang lalu
@Ardibae1,sumatra ya sumatra lah otak mu pake kalo ada tapi kayaknya gak ada,0,1 bulan yang lalu
@sariazis72,Dan mengapa orang yang sudah jungkir balik bekerja dan berjuang untuk masyarakat korban bencana malah dianggap sebagai musuh oleh para oknum pejabat????,0,1 bulan yang lalu
@anzaputri4553,"Abangg ku setujuuulah dengan abangg, jujur meskipun aku tidak sering bersuara tapi aku sudah melihat potensi2 seperti ini akan terjadilahh.. terutama di Sumatra yang adanya pembukaan jalan lahh pembangunan laahh.. 😭😭 dan benar ini adalah bom waktu yang seperti abang katakan.. yang sudah tertumpuk-tumpuk.. ndak hanya di Sumatra tapi diberbagai pulau di Indonesia.. Semoga dengan adanya kejadian seperti ini banyak pelajaran yang diambil, meskipun aku udah sangat minim sekali simpatiku dengan para buzzer atau pejabat yang masih kurang sigap. Terima kasih bang kau dan teman-temanmu sangat meringankan korban masyarakat di sana, meskipun pastinya belum cukup tapi terima kasih 🙏.",0,1 bulan yang lalu (diedit)
@SAWAI_OFFICIAL,"UDAH MENDING DIEM AJA, KAMU BARU ANAK KEMARIN SORE TAU APA SOAL ATURAN BENCANA NASIONAL. TERIMAKASIH",0,1 bulan yang lalu
@SyamsuddinUdin-s2r,Peningkatan hasil tdk 100% di sebabkan dgn luasnya kebun,1,1 bulan yang lalu
@MuhammadFadli-c2p,emang parah pemerintah indonesia,0,1 bulan yang lalu
@fatahillahfirmansyah7787,"Maju Terus Pantang Mundur Bang Ferry, saya saat ini cuman baru bisa mulai mendoakan agar abang dijaga Allah SWT, selalu jeli dan waspada ya bang, Biasanya Badai banyak yg menggoyang Abang, jadi lah seperti Bambu.",0,1 bulan yang lalu
@dhaniswarafamily6056,Kabinet balas budi bagi bagi jabatan.. semua kompak saling melindungi dan saling membantu memeras rakyat,0,1 bulan yang lalu
@Puspus661,Aku dukung aceh jadi negara sendiri aja. Daripada NKRI gak adil.,0,1 bulan yang lalu
@fajarramadhan1259,andalas 🚩,0,1 bulan yang lalu
@sitikurniawati4960,"Rezim penguasa dula dn sekarang ikut nanggung ,.",0,1 bulan yang lalu
@sitikurniawati4960,"Rezim penguasa dula dn sekarang ikut nanggung ,.",0,1 bulan yang lalu
@sitikurniawati4960,"Rezim penguasa dula dn sekarang ikut nanggung ,.",0,1 bulan yang lalu
@BrotherHood-in4ps,biarin sumatra bikin negara federal aja.. klo jadi gw balik ke sumatra dah:face-blue-smiling:,0,1 bulan yang lalu
@tearpyhewinds9993,"Capek banget lihat indonesia, pengen🔪🔪 pejabatnya.
Apatis salah, sekarang setelah gak apatis malah stress mikirin indo makin hari makin hancur.
Presiden juga gak beres baik omongan dan tindakannya, malu""in",0,1 bulan yang lalu
@HappyBoaSnake-jc1hl,"Jawabannya simple, karena kejadian ini terjadi di Sumatera, bukan di pulau Jawa, sebaiknya sumatera lepas saja dari NKRI, bencana bgn besar dan memakan korban hampir 1000 org, tidak ditetapkan sbg bencana nasional ckckckckkc",0,1 bulan yang lalu
@Celine_givandra.,"mana saya sumatra, allhamdulillah nya gak kena, tapi hujan bahkan badai kena di tempat kami...kami berharap sumatra kembali baik baik saja..",0,1 bulan yang lalu
@hattasoffa6189,"Jika kezaliman dan korupsi jakan terus bencanapun akan silih berganti datang, itu alamiah.",0,1 bulan yang lalu
@resync.x2,"kamu sama pemerintah itu sama saja, suka memanfaatkan isu masyarakat, percaya kok sama konten kreator yang ada malah di jual dan di jadikan viewer, nggak usah sok kritis su asu kalok konten kreator gak bermutu, emang kamu di dengerin sama pemerintah, cuma kroco aja banyak bacot, buktikan dulu iq mu 145 su asu irwandi",1,1 bulan yang lalu
@arianadwilestari796,"Tahun 2023 dikirim ke Tanjung balai Sumatra Utara dan Aceh Pidie. Lahir dan besar di Jogja ketika ke Sumatra dan Aceh sangat berbeda dari segi infrastuktur, fasilitas publik, dll. Sungguh lebih baik di Jawa yang sudah bagus. Sungguh sedih lihat bencana ini, karena disana saya belajar tentang melihat Indonesia lebih jauh. Sehat, lekas pulih, dan kembali Sumatra dan Aceh❤❤",0,1 bulan yang lalu
@Suwarni-q8k,Saya sebagai orang Jawa juga merasa gak enak saja kalau pembangunan hanya fokus ke di Jawa. Saudara saudara di luar Jawa masih tertinggal sementara Jawa penuh gemerlap. Saya juga tidak senang  menikmati kemajuan di atas ketertinggalan luar Jawa. Apa yang salah dlm hal ini. Apakah anggaran di luar Jawa itu banyak yang pada di korupsi?? Sehingga pembangunan belum merata . 😢😢😢 semoga para korban di beri kekuatan untuk terus melanjutkan hidup ini dan di berikan jalan keluar serta pertolongan. 🙏🙏🙏🙏,0,1 bulan yang lalu
@Aldis097,"Lu Yang diam aja Bego,gk ush Ngatur orang lu tlol",0,1 bulan yang lalu (diedit)
@garenk3275,Buzzer kntl,0,1 bulan yang lalu
@parulianmartua7200,Caiiirrr...dapat berapa jd bajer?😂😂,0,1 bulan yang lalu
@tearpyhewinds9993,"Kapan pejabat"" iblis itu dihakimi",0,1 bulan yang lalu
@tearpyhewinds9993,Kapan ya pejabat iblis itu dihakimi,0,1 bulan yang lalu
@SriRahmayanti-v2u,Kalau diberi status banjir nasional maka Prabowo Subianto juga ikut terserat kasus perusakan hutan dan selama 1 tahun siapa yang memberi izin ???,0,1 bulan yang lalu
@ratihrizal9752,"Saya tinggal di aceh daerah atw kabupaten yg terkena musibah..itu memang biasa banjir ketika musim hujan,tp paling hanya banjir biasa bukan bencana banjir bah dan longsor seperti ini..penyabannya udh jelas penggundulan hutan,jangan bertanya kenapa warga tidak menolak, apalah arti aksi protes mereka d depan kekuasaan dan uang",0,1 bulan yang lalu
@Boworjugnylom,"Derr.. Kalo makanan udah datang dari segala arah, Lakukan lagi Hal Gila Yang Bisa Dilakukan, Galang donasi Lagi Buat turunin alat2 berat ke lokasi2 Yang parah, Karena itu gak akan mungkin Bisa Pulih kalo gak di Gerakin pake alat2 berat dari skrg, kalo didiemin berpotensi nimbulin Banjir susulan akhirnya masalah gak tuntas, gas der, gandeng Semua influencer, Praz Dkk, Putra siregar dkk, Dll",0,1 bulan yang lalu
@krisaidah2070,Kenapa Aku Benci dengan Probowo...dan Menteri .,0,1 bulan yang lalu
@edrps2664,Civil war?,0,1 bulan yang lalu
@CahAwam,"Maaf , setiap hari kami sibuk mempersiapkan nasi basi untuk anak2 indonesia",0,1 bulan yang lalu
@oktovianusnawipa5675,"Makanya bang kami papua su tra percaya kebijakan pusat, kalo dilihat"" indonesia milik pulau jawa aja kenapa demikian karena tidak bertanggung jawab secara komprehensif. Kasusnya banyak ketika kita telusuri daerah"" diluar jawa  Mending kita pisah aja",0,1 bulan yang lalu (diedit)
@BachtiarSyahrial,Assalamualaikum Menteri kehutanan sebaiknya dihukummati.departemen dihapus gamti dikelola oleh pemetintah daersh srndiri srndiri mentrti longkungsn hidup bubarkan membebankam keuangan negara,0,1 bulan yang lalu
@dewihandayani5070,"Aku punya saudara di Sumatera, ketika anak2nya berlibur ke Jawa mereka gak mau pulang karena katanya air sudah dan listrik kadang ada kadang enggak. Kesenjangan ini benar adanya 😢",0,1 bulan yang lalu
@arimashinto,"Udah cukup, sudah terlalu lama kita kecolongan sama pemerintah dan mentri yg menjabat diisi oleh orang orang yg sangat tidak kompeten dibidangnya dan juga maraknya korupsi di mana mana..
Kejadian tahun ini, kejadian Sumatera ini jadikanlah peringatan terakhir ke pemerintah bahwa ini adalah kesempatan terakhir kalian untuk mengelola Indonesia, kalau gagal.. udah kita turunin aja kalian semua kita ganti semua banyak kok calon calon kompeten yg kita bisa lihat bersama yg bisa mengganti kursi kursi pemerintahan..
Prancis berhasil kok, Nepal berjalan kok, sekarang cuma 3 ada
1. Lu pemerintah kerja yg bener dan serius, ganti yg gak kompeten 
2. Kalian diturunkan paksa rakyat
3. Provinsi lain mendeklarasikan merdeka dan hanya menyisakan Ibukota saja yg menjadi Indonesia",0,1 bulan yang lalu
@Vanatraa,"KARENA PENYEBABNYA PT TUSAM HUTANI LESTARI MILIK PRABOWO DI ACEH MENEBANG HUTAN 93.300 ha, JADI.. PAHAMKAN KENAPA TIDAK DI TETAPKAN STATUSNYA SEBAGAI BENCANA ALAM ?






PRABOWO NIH BOS",0,1 bulan yang lalu
@Misipakeeet,Saya doakan semua pejabat yang ikut andil dalam penyebab  bencana ini Allah segera azab mereka dengan pedih,0,1 bulan yang lalu
@fajaralya4662,"kl dijadikan status bencana nasional., oknum2 perusahaan dan oknum pejabat nakal akan ketahuan bang dan akan diselidiki.. memang parah nih konoha.. mementingkan nama baik daripada nyawa rakyatnya..",0,1 bulan yang lalu
@aapandex8426,top,0,1 bulan yang lalu
@AwakPening,"Ini akibat para rampok menebang pohon besar di hutan demi cuan mereka.
Logika saja jika mau banjir kenapa gak dari tahun tahun lalu , itu tanda nya ini karna pohon di tebang dan di jual tanpa izin dgn alam",0,1 bulan yang lalu
@PrespektifBapak,"respect bang, tapi jujur hal mengganjal nonton video abang ini adalah intonasi yang naik turun signifikan, dengerinnya kadang kurang jelas, tapi kadang tiba2 suaranya keras banget bang, mungkin kalo intonasinya bisa lebih stabil nanti dengerinnya akan lebih enak bang 🙏",1,1 bulan yang lalu
@JakaDarmawan-p2u,"Bencana itu bernama ""krisis takut Allah""... Cuan buat keluarga 7 turunan dulu, resiko menyusul...",0,1 bulan yang lalu
@Kingsamuraihonjo,"Dari jaman kompeni sampai sekarang pelakunya tetap sama yaitu Perampok kekayaan negara.
Mereka adaah Penjahat kongkalikong dengan orang yang memakai baju Pejabat..",0,1 bulan yang lalu
@iskandarmuis6543,Semoga Allah akan memusnahkan pemerintah yg zalim yg lahir dari pemilu haram yg dilakukan oleh jokowi si presiden terkorup dan terbohong di dunia,0,1 bulan yang lalu
@hyulucky89,Terimakasih bang ferry,0,1 bulan yang lalu
@tiarapurnamaindah,"Setuju bg, mngkin bawaan alami bg Ferry. Atau opsi ke 2 pakai tulisan",0,1 bulan yang lalu
@gajalirahmanse6968,DAERAH LAIN TUNGGU GILIRANNYA....MANUSIA SERAKAH TIDAK LAGI BERSAHABAT DENGAN ALAM...EXPLOITASI DAN EXPLORASI PEMBABATAN HUTAN DAN TAMBANG GILA DAN BESAR BESARAN KEJAR KEJARAN BERPACU DENGAN WAKTU ...AJI MUMPUNG,0,1 bulan yang lalu
@AnitaSusanti-rz9ju,"😭semoga bung Ferry& para sahabat/donatur beserta staf bisa keliling melihat realita di seluruh provinsi di Sumatera,Kalimantan, Sulawesi,Papua.misal bagaimana dg berita memilukan bahwa hutan konservasi orang utan SumUt telah dirambah, mengancam populasi satwa hutan?bagaimana dg koloni gajah yg menyusut drastis karena ada oknum peracun?  Bagaimana dg populasi gajah kerdil&pesut Mahakam yg semakin memilukan?bagaimana dg populasinburung maleo?bagaimana dg proyek trans Pakuan era Jokowi di mana ada lokasi yg memiliki kekayaan luar biasa tak ternilai:tumbuhan purba Papua,apakah jalurvduakigkan demi menjaga kelestariannya / malah dimusnahkan a.n.proyek?ada pula penjelajah yg keliling, melihat beragam kondisi memilukan termasuk para warga desa dg perut terluka pasca keberadaan geothermal di NTT: mengatakan telah mengirim 17 surat pada presiden namun tidak perrnah ada tanggapan, entah surat mereka tertahan di sekretariat, para staf kesekretariatan masih sibuk,atau perempuan yg menjadi asisten pribadi pak presiden lebih dari 20th tidak menerima,sudah menerima,belum menyampaikan karena jadwalmoadat presiden,atau ada apa sebenarnya: wallahualam bishawab.kekhawatiran sejumlah orang,kurang cepatnya presiden&/ bawahannya:dijawab alam.semoga warga, pendatang,lurah& staf, camat,&staf,bupati-  wabup+staf,walikota+ wawali+staf,gubernur+wagub+staf,semua ketua DPRD&anggota, babinsa,pangdam, danrem,dandim, kapolda,Kapolsek, pecinta alam,crazy rich dermawan peduli ekologi di seluruh penjuru negeri bisa berempati,bisa menyelamatkan wilayah domisili, wilayah tugas, memulihkan& melindungi ekosistem hutan yg tersisa,DAS, perbukitan,lereng gunung,pesisir🤲🇮🇩",0,1 bulan yang lalu (diedit)
@aethronic,"Gua orang Jawa mendukung sumatera merdeka, gak cuma sumatera, luar Jawa yg mau memisahkan dari indo juga gua dukung semoga merdeka amin amin amin, gua udah muak juga jadi suku yg selalu disebut-sebut, disalah-salahkan. Semoga saja kalian merdeka dan pejabat2 balik ke asal daerah masing-masing amin! buat buktikan juga benarkah Jawa tanpa pulau lain bisa bertahan, dan apakah daerah lain tanpa pejabat dari Jawa juga bisa maju dan bebas dari korupsi",0,1 bulan yang lalu
@febrianaquareza-y6c,"Setelah selesai menyalurkan bantuan, ulas bang... Ttg deforestasi, dan siapa2 dibalik perusahaan2 yg diberi konsensi mengelola hutan di Sumatra...",0,1 bulan yang lalu
@isthikasII,"bmkg nya kemana , apa gada sinyal atau tanda buat beberapa hari kedepan kalau cyclone ini akan muncul di sumatra😢",0,1 bulan yang lalu (diedit)
@sisibelantara,https://youtu.be/oSj66Ahx7Zc?si=TmaJzV_IqlfkTPBr,0,1 bulan yang lalu
@jainalmutaqien7548,"Akibat orang orang rakus pejabat yang tidak tegas, kerusakan di buat oleh tangan manusia itu sndiri.",1,1 bulan yang lalu
@YeniSarhan,"Jangan berharap kepada pengkhianat,penjilat ,omon omon....kecuali Allah SWT berkehendak...sudah muak melihat pemerintah yg dikuasai partai...musuh rakyat adalah partai ,DPR dan hidup jokowi",0,1 bulan yang lalu
@ayahkeren5223,Yang salah Bupati dan Gubernurnya.. bohong klw mereka ga tau Pembalakan liar..,1,2 bulan yang lalu
@Lunariafloristcibinong,Kita sedang memanen hasil dari Koruptor dan Pengusaha jahat yg Rakus,0,2 bulan yang lalu
@KanonChan-v4s,"Langkulah Woooooooyyyyyuuyu lakukanlah  president kalo luuuuu masih manusiaaaaaa 


Wooooy wooooy presiden .",0,2 bulan yang lalu
@mamimo-yo2fl,"LU NGOMONG PRESIDEN PERCUMA FER, PRESIDEN LU TUNDUK SAMA ATURAN POLITIK, BUKAN ATURAN KEMANUSIAAN",1,2 bulan yang lalu
@Mr-Faesal,"Gak bakal jadi bencana nasional, takut kebongkar kebusukan pemerintah... Takut industri sawitnya di kecam dunia.",0,2 bulan yang lalu
@mamech0ki993,"BUTA,TULI Kah?
 APAkAH Kemampuan Berfikir PEMERINTAH INDONESIA  DIbawah Rata2?  
#BENCANANASIONALPULAUSUMATERA 2025",0,2 bulan yang lalu (diedit)
@DinaAja-99,"NETIZENS Ayook ada FILM yg RELATED sama Kondisi ""BENCANA NASIONAL"" di 3 Provinsi Pulau Sumatera.

Nama FILM nya ""JEMBATAN SHIRATAL MUSTAQIM"".

Ini sebagai REMINDER buat Kita semua TERUTAMA untuk ""PARA CALON KORUPTOR, KORUPTOR & G4NTUN9 KORUPSI"".

#FILM_JEMBATAN_SHIRATAL_MUSTAQIM",0,2 bulan yang lalu
