author,text,likes,time,text_clean,sentiment
@orangbiasa9588,"kami yg diposisi bagian bukit barisan, di sumut bagian sebelah timur, hanya tinggal menunggu waktu saja, tiap hari lewat truk pengangkut kayu dari dalam bukit barisan.
terimakasih pejabat dan penegak hukum.",0,2 bulan yang lalu,"kami yg diposisi bagian bukit barisan  di sumut bagian sebelah timur  hanya tinggal menunggu waktu saja  tiap hari lewat truk pengangkut kayu dari dalam bukit barisan 
terimakasih pejabat dan penegak hukum",Neutral
@annida1995,bisa tidak yaa.. pejabat yang berwenang diadili.. pejabat yg kasih izin..,0,2 bulan yang lalu,bisa tidak yaa   pejabat yang berwenang diadili   pejabat yg kasih izin,Neutral
@padil2004,guys pray for me dawg,0,2 bulan yang lalu,guys pray for me dawg,Neutral
@iburohayah5604,Nànti malah banyak yg setres. Rakyat sumatra.,0,2 bulan yang lalu,n nti malah banyak yg setres  rakyat sumatra,Neutral
@ChewyDragees-yr8qr,"Seperti ini yg akan menyebabkan tiap pulau ingin merdeka sendiri.

Kalau urusan SDA secepat kilat mengklaim",0,2 bulan yang lalu,"seperti ini yg akan menyebabkan tiap pulau ingin merdeka sendiri 

kalau urusan sda secepat kilat mengklaim",Neutral
@pocopo-r4s,Jokowi,0,2 bulan yang lalu,jokowi,Neutral
@bagasgultom1706,Dari tahun ke tahun yang di urus itu JAWA JAWA JAWAA DAN PRESIDEN ITU HARUS SELALU JAWAA,0,2 bulan yang lalu,dari tahun ke tahun yang di urus itu jawa jawa jawaa dan presiden itu harus selalu jawaa,Neutral
@blablablubleée,"sawitkan sama-sama pohon punya udara,boleh aja tanam
pintar ya boss kita",0,2 bulan yang lalu,"sawitkan sama sama pohon punya udara boleh aja tanam
pintar ya boss kita",Positive
@anon-tc6ig,presiden dongo,0,2 bulan yang lalu,presiden dongo,Neutral
@syafiqa_drawing,"Adili pejabat yang terlibat, itu banjir kayu akibat pembalakan liar😡😡😡😡😡😡, ini satu dari contoh wilayah yang sudah rusak akibat rakusnya oknum yang tidak punya hati nurani",0,2 bulan yang lalu,adili pejabat yang terlibat  itu banjir kayu akibat pembalakan liar        ini satu dari contoh wilayah yang sudah rusak akibat rakusnya oknum yang tidak punya hati nurani,Negative
@channelreceh1105,TPL dari dulu uda di bahas agar ditutup karena kerusakkan alam dan apakah mereka tersadar?,0,2 bulan yang lalu,tpl dari dulu uda di bahas agar ditutup karena kerusakkan alam dan apakah mereka tersadar,Neutral
@RangerDarkBlue21,"Surah Ar-Rum (30:41):
 ""Telah tampak kerusakan di darat dan di laut disebabkan karena perbuatan tangan manusia; Allah menghendaki agar mereka merasakan sebagian dari (akibat) perbuatan mereka, agar mereka kembali (ke jalan yang benar).""


Surah Al-Baqarah (2:11):
""Dan apabila dikatakan kepada mereka: 'Janganlah kamu membuat kerusakan di muka bumi,' mereka menjawab: 'Sesungguhnya kami hanyalah orang-orang yang memperbaiki.'""


Surah Al-A'raf (7:56): 
""Dan janganlah kamu membuat kerusakan di muka bumi, sesudah (Allah) memperbaikinya..."" 

Semoga bencana Sumatera cepat pulih dan semoga para korban bencana  banjir selalu di lindungi oleh Allah SWT. Aamiin.",217,2 bulan yang lalu (diedit),"surah ar rum         
  telah tampak kerusakan di darat dan di laut disebabkan karena perbuatan tangan manusia  allah menghendaki agar mereka merasakan sebagian dari  akibat  perbuatan mereka  agar mereka kembali  ke jalan yang benar   


surah al baqarah        
 dan apabila dikatakan kepada mereka   janganlah kamu membuat kerusakan di muka bumi   mereka menjawab   sesungguhnya kami hanyalah orang orang yang memperbaiki   


surah al a raf         
 dan janganlah kamu membuat kerusakan di muka bumi  sesudah  allah  memperbaikinya     

semoga bencana sumatera cepat pulih dan semoga para korban bencana  banjir selalu di lindungi oleh allah swt  aamiin",Neutral
@ihsanfirmansyah5119,Dan untuk yg korupsi dana penanggulangan bencana harus di hukum mati.. 😢😢😢,0,2 bulan yang lalu,dan untuk yg korupsi dana penanggulangan bencana harus di hukum mati,Negative
@mojiro4254,"ketika sebuah pemerintah tidak bisa menyelesaikan masalah, bisa jadi pemerintahlah masalahnya.",0,2 bulan yang lalu,ketika sebuah pemerintah tidak bisa menyelesaikan masalah  bisa jadi pemerintahlah masalahnya,Negative
@musicjr519,Maaf bang saya org sumatra Selatan sebenrnya kita di perhatikan sama pemerintah pusat tpi sayang pemerintah daerahnya yg melenceng bang contoh di Sumatera Selatan gubernur sama bupatinya sibuk dengn diri dia sendiri bukan untuk ke smua penduduk,0,2 bulan yang lalu,maaf bang saya org sumatra selatan sebenrnya kita di perhatikan sama pemerintah pusat tpi sayang pemerintah daerahnya yg melenceng bang contoh di sumatera selatan gubernur sama bupatinya sibuk dengn diri dia sendiri bukan untuk ke smua penduduk,Negative
@RiboetKenArok3649,"Kalo tolol setidaknya jangan #rasis. Presiden di pilih langsung masih saja dg bangga ketololanmu mengatakan ""harus"" Jawa.
Makanya loe nyalon agar terpilih,... jangan pilih calon yg dari Jawa.
Udah tolol, rasis pula kau ini Njing !",0,2 bulan yang lalu,"kalo tolol setidaknya jangan   presiden di pilih langsung masih saja dg bangga ketololanmu mengatakan  harus  jawa 
makanya loe nyalon agar terpilih     jangan pilih calon yg dari jawa 
udah tolol  rasis pula kau ini njing",Neutral
@pesonabebek125cc,Manusia sedang diingatkan oleh sang Pencipta agar mereka bertaubat,8,2 bulan yang lalu,manusia sedang diingatkan oleh sang pencipta agar mereka bertaubat,Neutral
@liasalsabila24,"yg bikin rusak pemerintah, yg jd korban rakyat kecil😞",8,2 bulan yang lalu,yg bikin rusak pemerintah  yg jd korban rakyat kecil,Negative
@whoami_andjust_whoami,Aamiin.,1,1 bulan yang lalu,aamiin,Neutral
@nabhanabdirahmanal-abqary6473,😢❤,1,1 bulan yang lalu,,Neutral
@ucupi,sudah ga mempan....so wait in hell deh,0,1 bulan yang lalu,sudah ga mempan    so wait in hell deh,Neutral
@rifqiafif19,"Bg saya ini orang awwam yang gelisah sama dpr dari tuntutan 17+8 terkait Reformasi dpr kenapa gk ada berita perkembangan ya atau saya nya aja yang gk nemu berita nya??? 

Soal nya saya kepikiran untuk uji kelayakan seorang dpr harus dilakukan secara terbuka dengan penguji dari akademisi jadi gk boleh lagi itu
Ada wakil dpr tamatan sma terus nguji polri, hakim agung, dll tamat SMA 

Aku orang medan yang sudah payah belajar merasa sia sia sekolah bg 

Tolong ya bg buat perkembangan Reformasi dpr juga jadi intens seperti Reformasi polri dan semoga usulan ku itu di pertimbangkan",0,2 bulan yang lalu (diedit),"bg saya ini orang awwam yang gelisah sama dpr dari tuntutan      terkait reformasi dpr kenapa gk ada berita perkembangan ya atau saya nya aja yang gk nemu berita nya    

soal nya saya kepikiran untuk uji kelayakan seorang dpr harus dilakukan secara terbuka dengan penguji dari akademisi jadi gk boleh lagi itu
ada wakil dpr tamatan sma terus nguji polri  hakim agung  dll tamat sma 

aku orang medan yang sudah payah belajar merasa sia sia sekolah bg 

tolong ya bg buat perkembangan reformasi dpr juga jadi intens seperti reformasi polri dan semoga usulan ku itu di pertimbangkan",Neutral
@cucoxxii,"kalo statusnya jadi bencana nasional, media international bakal meliput
kalau ketahuan penyebabnya akan bikin malu pemerintah
bagi pemerintah ini soal jaga image",0,2 bulan yang lalu,"kalo statusnya jadi bencana nasional  media international bakal meliput
kalau ketahuan penyebabnya akan bikin malu pemerintah
bagi pemerintah ini soal jaga image",Neutral
@RoaRbnboikA,Makasi dukung sumatera untuk hadapi bencana ini siklon tropis... sergai masih tergenang... dsn bbm darurat ... mohon bg.. bbm ini kok jadi masalah sekarang....,4,2 bulan yang lalu,makasi dukung sumatera untuk hadapi bencana ini siklon tropis    sergai masih tergenang    dsn bbm darurat     mohon bg   bbm ini kok jadi masalah sekarang,Positive
@Mukti_Abdulloh27,UP,0,2 bulan yang lalu,up,Neutral
@arifinaja2058,"Coba jelaskan kalo jadi status bencana nasional itu kelebihannya apa dan kekurangannya apa,",0,2 bulan yang lalu,coba jelaskan kalo jadi status bencana nasional itu kelebihannya apa dan kekurangannya apa,Neutral
@ray-v8f,"Kayaknya setiap pulau masalahnya, Pemda ugal2an.. Bali .. sekarang ujan 1jam banjir.. ya Krn mafia tanah.. di sumatera juga mafia hutan.. yg Nerima bencana ya masyarkt",0,2 bulan yang lalu,kayaknya setiap pulau masalahnya  pemda ugal an   bali    sekarang ujan  jam banjir   ya krn mafia tanah   di sumatera juga mafia hutan   yg nerima bencana ya masyarkt,Negative
@jhnngrhaa,12:19 fr masalah bbm ini belum snpe dua bulan udah kelangkaan lagi,0,2 bulan yang lalu,fr masalah bbm ini belum snpe dua bulan udah kelangkaan lagi,Neutral
@bikersmilenial,"El profesore, sampe bumper videonya juga niru Lacasa depapel 😂",0,2 bulan yang lalu,el profesore  sampe bumper videonya juga niru lacasa depapel,Neutral
@muhammadhafizar-rasyid1604,"Gibran, boby, sama keluarga solo yg sering main² ke medan ga bisa apa² bg",0,2 bulan yang lalu,gibran  boby  sama keluarga solo yg sering main  ke medan ga bisa apa  bg,Neutral
@asepruhiat634,"Aku merinding melihat bencana ini semoga Alloh SWT melindungi masyarakat yg terkena musibah dan sabar menerima takdirnya ,ammin",0,2 bulan yang lalu,aku merinding melihat bencana ini semoga alloh swt melindungi masyarakat yg terkena musibah dan sabar menerima takdirnya  ammin,Neutral
@suhaenahmansyoer4186,"Tuhan tidak mengirim bencana, kirim hujan sudah disediakan drainase, berupa sungai² yang bersih, gunung² yang subur, hutan yang penuh pepohonan dan keberagaman hayati. Yang merusak industrial, pertambangan, manusia kep4ra4t serakah. Kebon sawit punya juragan, penebangan pohon² besar,  legal maupun ilegal. Tuan jangan tidak merasa bersalah, mata pake, otak pake tanya orang mengerti, legowo ketika dibilang salah. Juragan mau jadi pemimpin negeri, buat apa? Buat bisnis semakin mudah birokrasinya? Juragan berhasil. Berhasil pula mengorbankan rakyat kecil. Di sisi lain, UUD 45, lupa pasalnya, yang meyebutkan, ""kekayaan, alam, bumi  dan isinya dikuasai oleh negara dan digunakan sebesar-besarnya untuk kepentingan rakyat.""
Faktanya, kekayaan alam dikeruk negara bersama para industrialis, untuk kepentingan mereka sendiri. UUD jadi alat pengeruk kekayaan pribadi pemerintah. Masa negara sekaya Indonesia, dulu saat dijajah bisa menghidupi 2 negara. Sekarang dikelola sendiri, rakyat masih begini. 
Dosa besar mereka yang khianat terhadap rakyat. Sampai kapanpun tidak akan makmur siapapun pemimpinnya kalau masih dzhalim
TTD 
Nini-nini aral lulusan SMA taun 90, yang muak terhadap para penjahat perusak alam dan para koruptor.",0,2 bulan yang lalu,"tuhan tidak mengirim bencana  kirim hujan sudah disediakan drainase  berupa sungai  yang bersih  gunung  yang subur  hutan yang penuh pepohonan dan keberagaman hayati  yang merusak industrial  pertambangan  manusia kep ra t serakah  kebon sawit punya juragan  penebangan pohon  besar   legal maupun ilegal  tuan jangan tidak merasa bersalah  mata pake  otak pake tanya orang mengerti  legowo ketika dibilang salah  juragan mau jadi pemimpin negeri  buat apa  buat bisnis semakin mudah birokrasinya  juragan berhasil  berhasil pula mengorbankan rakyat kecil  di sisi lain  uud     lupa pasalnya  yang meyebutkan   kekayaan  alam  bumi  dan isinya dikuasai oleh negara dan digunakan sebesar besarnya untuk kepentingan rakyat  
faktanya  kekayaan alam dikeruk negara bersama para industrialis  untuk kepentingan mereka sendiri  uud jadi alat pengeruk kekayaan pribadi pemerintah  masa negara sekaya indonesia  dulu saat dijajah bisa menghidupi   negara  sekarang dikelola sendiri  rakyat masih begini  
dosa besar mereka yang khianat terhadap rakyat  sampai kapanpun tidak akan makmur siapapun pemimpinnya kalau masih dzhalim
ttd 
nini nini aral lulusan sma taun     yang muak terhadap para penjahat perusak alam dan para koruptor",Negative
@CeritaBergambar-xxx,Tambah bang bensin pun payah bg,0,2 bulan yang lalu,tambah bang bensin pun payah bg,Neutral
@NagatoTanjungduren,Sedikit agak rasis. Jawa lebih dari yg lain. Agak lucu. Setahuju Org jawa gak kerjo gak mangan. Banyak mereka migrasi cari kerja di wilayah lain. Melihat Spt ini relevansi whoosh mbg ikn koperasi itu dimana? Gak ada. Ini yg harusnya dievaluasi dan diadili,0,2 bulan yang lalu,sedikit agak rasis  jawa lebih dari yg lain  agak lucu  setahuju org jawa gak kerjo gak mangan  banyak mereka migrasi cari kerja di wilayah lain  melihat spt ini relevansi whoosh mbg ikn koperasi itu dimana  gak ada  ini yg harusnya dievaluasi dan diadili,Neutral
@MMauludin-j3p,Pemerintah kita sangat goblok  tdk pantas memjadi pejabat buat bangsa ini dan rakyatnya krn tdk mementingkan nasib bangsa dan rakyat melainkan lbh mementingkan diri dan nasib keluarganya saja satu kata yg pantas buat mereka Nepalkan.,0,2 bulan yang lalu,pemerintah kita sangat goblok  tdk pantas memjadi pejabat buat bangsa ini dan rakyatnya krn tdk mementingkan nasib bangsa dan rakyat melainkan lbh mementingkan diri dan nasib keluarganya saja satu kata yg pantas buat mereka nepalkan,Neutral
@rrrrrrr202,gengsi bang! bencana ini besar!,0,2 bulan yang lalu (diedit),gengsi bang  bencana ini besar,Neutral
@KupitZ,Sangat naif untuk mengatakan ini bencana nasional ini lebih tepat di sebut PEMBUNUHAN MASAL,0,2 bulan yang lalu,sangat naif untuk mengatakan ini bencana nasional ini lebih tepat di sebut pembunuhan masal,Positive
@uje66,"Emang benar yang dibilang ferryirwandi, satu contoh yang valid saya sampaikan tentang kesenjangan pembangunan di sumatera khususnya daerah exploitasi minyak bumi di duri Bengkalis.
Sudahlah minyaknya di sedot tapi infra struktur nya gak dibangun, jalan-jalannya jelek berlubang, pengangguran tinggi dan systim kerja yang aturannya tidak sehat.",0,2 bulan yang lalu,"emang benar yang dibilang ferryirwandi  satu contoh yang valid saya sampaikan tentang kesenjangan pembangunan di sumatera khususnya daerah exploitasi minyak bumi di duri bengkalis 
sudahlah minyaknya di sedot tapi infra struktur nya gak dibangun  jalan jalannya jelek berlubang  pengangguran tinggi dan systim kerja yang aturannya tidak sehat",Neutral
@JosiaSitumorang,"Secara SDA, sumatera bisa mandiri. Bagaimana dengan pulau jawa?",0,2 bulan yang lalu,secara sda  sumatera bisa mandiri  bagaimana dengan pulau jawa,Neutral
@Idrus-ou9qp,Dengan kejadian SIAPA YG BERTANGGUNG JAWAB yg telah banyak makan korban,0,2 bulan yang lalu,dengan kejadian siapa yg bertanggung jawab yg telah banyak makan korban,Negative
@anulvcky5894,Banyak yg ngejarah,0,2 bulan yang lalu,banyak yg ngejarah,Neutral
@CeritaBergambar-xxx,Di medan jalan sepi bang banyak yg kehabisan bensin kalo pun ada bensin yang ketengan botol aqua gedek yang 10k jadi 15k ada juga yang 20k,0,2 bulan yang lalu,di medan jalan sepi bang banyak yg kehabisan bensin kalo pun ada bensin yang ketengan botol aqua gedek yang   k jadi   k ada juga yang   k,Neutral
@KhabibahBibah-c3y,"Setiap tahun kita merasakan hal seperti ini tp tetep aja pemerintah kaya gini membiarkan penebangan liar,masa pohon bisa bunuh diri berjamaah? Buat apa kami menggaji mentri kehutanan? Kerja apa selama ini..g lernah berubah, janji evaluasi tp g ada bukti",0,2 bulan yang lalu,setiap tahun kita merasakan hal seperti ini tp tetep aja pemerintah kaya gini membiarkan penebangan liar masa pohon bisa bunuh diri berjamaah  buat apa kami menggaji mentri kehutanan  kerja apa selama ini  g lernah berubah  janji evaluasi tp g ada bukti,Neutral
@ghonestfidalis2178,"tempat saya tinggal  diaceh timur tepatnya di dekat jembatan arakundo(desa blang gleum,kec julok hujan 8  hari tanpa jeda...dan hari ke sembilan tanggul sungai jebol..karena tidak sanggup menahan debit air yg melimpah...",0,2 bulan yang lalu,tempat saya tinggal  diaceh timur tepatnya di dekat jembatan arakundo desa blang gleum kec julok hujan    hari tanpa jeda   dan hari ke sembilan tanggul sungai jebol  karena tidak sanggup menahan debit air yg melimpah,Negative
@loveissabliss,"terima kasih vidio nya bang, semoga pak prabowo dan jajaran nya tercerahkan :)",0,2 bulan yang lalu,terima kasih vidio nya bang  semoga pak prabowo dan jajaran nya tercerahkan,Positive
@samsulrizal7973,"Bung Fery.
Tanyakan sama pejabat, penambang serta pembalak hutan. Mampukah mereka bayar kerugian rakyat hari ini dgn hasil tambang yg sudah semereka jalankan selama ini.?
Tanyakan sama para pembalak hutan, mampukah mereka hitung kerugian rakyat hari ini yg disebabkan oleh kerakusan mereka kemarin.
Tanyakan juga sama pejabat. Seberapa besar keuntungan negara atas kebijakan mereka kemarin yg mengijinkan penambangan di hutan, pembiaran oleh mereka kemarin terhadap pengrusakan hutan. Apakah semua itu mampu membayar nyawa rakyat yg hilang hari ini.?
Tanyakan bang, sama mereka, seberapa mampu mereka memulihkan trauma anak yg ditinggalkan oleh ortunya.? Dll",0,2 bulan yang lalu,"bung fery 
tanyakan sama pejabat  penambang serta pembalak hutan  mampukah mereka bayar kerugian rakyat hari ini dgn hasil tambang yg sudah semereka jalankan selama ini  
tanyakan sama para pembalak hutan  mampukah mereka hitung kerugian rakyat hari ini yg disebabkan oleh kerakusan mereka kemarin 
tanyakan juga sama pejabat  seberapa besar keuntungan negara atas kebijakan mereka kemarin yg mengijinkan penambangan di hutan  pembiaran oleh mereka kemarin terhadap pengrusakan hutan  apakah semua itu mampu membayar nyawa rakyat yg hilang hari ini  
tanyakan bang  sama mereka  seberapa mampu mereka memulihkan trauma anak yg ditinggalkan oleh ortunya   dll",Neutral
@tasya_zahira178,Sumatera pasti bisa bangkit lebih baik kalau semua bergerak bersama,0,2 bulan yang lalu,sumatera pasti bisa bangkit lebih baik kalau semua bergerak bersama,Neutral
@hafizfirdaus5460,Bagus banget bang Ferry bujuk presiden,0,2 bulan yang lalu,bagus banget bang ferry bujuk presiden,Positive
@kurniawan.1763,"Sekarang Jawa barat sedang beres2 tambang2 ilegal, semoga dicontoh daerah2 lain, alam dikembalikan fungsinya sebagai penjaga kestabilan bumi, ini mengerikan rakyat yg jadi korban dari manusia2 rakus perusak alam",0,2 bulan yang lalu,sekarang jawa barat sedang beres  tambang  ilegal  semoga dicontoh daerah  lain  alam dikembalikan fungsinya sebagai penjaga kestabilan bumi  ini mengerikan rakyat yg jadi korban dari manusia  rakus perusak alam,Negative
@xbutakx,lelaki yg gk punya titit itu otaknya hilang juga bang,0,2 bulan yang lalu,lelaki yg gk punya titit itu otaknya hilang juga bang,Neutral
@IjazahS1,Seandainya Aceh - Sumut dan Sumbar berada di P.Jawa. akan lain ceritanya.,0,2 bulan yang lalu,seandainya aceh   sumut dan sumbar berada di p jawa  akan lain ceritanya,Neutral
@dododroid,kayak film the day after tomorrow,0,2 bulan yang lalu,kayak film the day after tomorrow,Neutral
@adevonnyhermansyah,😢😢😢😢😢,0,2 bulan yang lalu,,Neutral
@gasatidrive4730,Awas dibilang wahabi loh bung ferry😂,0,2 bulan yang lalu,awas dibilang wahabi loh bung ferry,Neutral
@agungperdana158,ayo sumatera mau nunggu sampe kapan? yok merdeka... kita bisa loh... sumatera punya semua yg kita butuhkan... kita bisa lebih maju dari malaysia...,0,2 bulan yang lalu,ayo sumatera mau nunggu sampe kapan  yok merdeka    kita bisa loh    sumatera punya semua yg kita butuhkan    kita bisa lebih maju dari malaysia,Neutral
@BushimaruBanko,"Melihat carut-marut penanganan bencana di Sumatera ini, kesimpulannya cuma satu: BUNG HATTA BENAR. Konsep 'Negara Kesatuan' yang sentralistik terbukti gagal mengurus negara kepulauan sebesar ini. Sudah saatnya kita kembali ke gagasan Hatta: INDONESIA HARUS MENJADI NEGARA FEDERAL (SERIKAT).",0,2 bulan yang lalu,melihat carut marut penanganan bencana di sumatera ini  kesimpulannya cuma satu  bung hatta benar  konsep  negara kesatuan  yang sentralistik terbukti gagal mengurus negara kepulauan sebesar ini  sudah saatnya kita kembali ke gagasan hatta  indonesia harus menjadi negara federal  serikat,Neutral
@pixelgirl32,"Kalo negara tidak serius menganggap ini, apa harus mengadu ke forum internasional?",0,2 bulan yang lalu,kalo negara tidak serius menganggap ini  apa harus mengadu ke forum internasional,Negative
@Pure_Limit,Oh tidak sumatra kena bencana mari kita donasi ke negara lain,0,2 bulan yang lalu,oh tidak sumatra kena bencana mari kita donasi ke negara lain,Negative
@irchamsukaanime2214,"Presiden lagi buta, pemerintahan pusat lagi buta dan gelar acara foya foya gak jelas",0,2 bulan yang lalu,presiden lagi buta  pemerintahan pusat lagi buta dan gelar acara foya foya gak jelas,Neutral
@rianhuang,"Akibat keserakahan manusia maka alam tak lagi bersahabat.
Semoga belum terlambat untuk merubah diri.
Harap Pemerintah segera pulihkan keadaan bencana ini,begitu banyak anak manusia yang terkorbankan akibat regulasi yang serakah.",0,2 bulan yang lalu,"akibat keserakahan manusia maka alam tak lagi bersahabat 
semoga belum terlambat untuk merubah diri 
harap pemerintah segera pulihkan keadaan bencana ini begitu banyak anak manusia yang terkorbankan akibat regulasi yang serakah",Neutral
@Bang_Satria,"nggak percaya pada orang indonesia. Sejak 5 abad yg lalu, orang Nusantara tidak bisa dipecaya.  beneran, daripada kecewa.
maksimal nanti, narasi narasi narasi..... 
pilihan terbaik terimalah, bekerjalah dan terdidiklah, untuk keliargamulah, untuk indonesia lupakanlah.. 
we are live under the same sun.. 😅",0,2 bulan yang lalu,"nggak percaya pada orang indonesia  sejak   abad yg lalu  orang nusantara tidak bisa dipecaya   beneran  daripada kecewa 
maksimal nanti  narasi narasi narasi      
pilihan terbaik terimalah  bekerjalah dan terdidiklah  untuk keliargamulah  untuk indonesia lupakanlah   
we are live under the same sun",Negative
@adibtamaruli,"kenapa hal sepeerti ini tidak terlalu tereekspost dalam berita negara , katanya ini negara politik dan negara hukum mengapa hal sperti ini harus di tutp tutupi atau malah tidk mau tau",0,2 bulan yang lalu,kenapa hal sepeerti ini tidak terlalu tereekspost dalam berita negara   katanya ini negara politik dan negara hukum mengapa hal sperti ini harus di tutp tutupi atau malah tidk mau tau,Negative
@BushimaruBanko,"Dalam sistem Federal, Negara Bagian (State) memegang penuh kendali atas pendapatan SDA-nya sendiri. Uang minyak Riau, gas Aceh, dan batubara Sumsel akan dipakai langsung untuk mitigasi bencana dan infrastruktur daerah, bukan disedot 99% ke Jakarta lalu dikembalikan dalam bentuk 'Bansos' atau subsidi Mobil Listrik yang salah sasaran. Daerah tidak perlu lagi mengemis status 'Bencana Nasional' cuma buat nyelamatin nyawa rakyatnya sendiri!",0,2 bulan yang lalu,dalam sistem federal  negara bagian  state  memegang penuh kendali atas pendapatan sda nya sendiri  uang minyak riau  gas aceh  dan batubara sumsel akan dipakai langsung untuk mitigasi bencana dan infrastruktur daerah  bukan disedot     ke jakarta lalu dikembalikan dalam bentuk  bansos  atau subsidi mobil listrik yang salah sasaran  daerah tidak perlu lagi mengemis status  bencana nasional  cuma buat nyelamatin nyawa rakyatnya sendiri,Negative
@BushimaruBanko,"Sistem Federal akan memutus mata rantai 'Presiden Harus Jawa'. Dengan mekanisme seperti Senat atau Electoral College, dominasi populasi Jawa (56%) tidak bisa lagi mendikte hasil pemilu secara mutlak. Kita akan punya kesempatan dipimpin oleh putra terbaik dari Sumatera, Papua, atau Sulawesi secara adil, tanpa terhalang tembok tebal 'Politik Populasi' dan pengkultusan tokoh feodal ala Jawa",0,2 bulan yang lalu,sistem federal akan memutus mata rantai  presiden harus jawa   dengan mekanisme seperti senat atau electoral college  dominasi populasi jawa       tidak bisa lagi mendikte hasil pemilu secara mutlak  kita akan punya kesempatan dipimpin oleh putra terbaik dari sumatera  papua  atau sulawesi secara adil  tanpa terhalang tembok tebal  politik populasi  dan pengkultusan tokoh feodal ala jawa,Negative
@BushimaruBanko,"Federalisme memberikan wewenang penuh pada Negara Bagian untuk mengatur kependudukan dan pertanahan. Artinya? Tidak ada lagi program Transmigrasi paksa dari Pusat yang berujung perampasan tanah ulayat (dispossession). Orang Papua bisa menjaga Raja Ampat mereka sendiri, orang Sumatera bisa menjaga hutan adatnya sendiri dari izin tambang yang diobral birokrat Jakarta.",0,2 bulan yang lalu,federalisme memberikan wewenang penuh pada negara bagian untuk mengatur kependudukan dan pertanahan  artinya  tidak ada lagi program transmigrasi paksa dari pusat yang berujung perampasan tanah ulayat  dispossession   orang papua bisa menjaga raja ampat mereka sendiri  orang sumatera bisa menjaga hutan adatnya sendiri dari izin tambang yang diobral birokrat jakarta,Negative
@BushimaruBanko,"Pemerintah Pusat menerapkan model ekonomi ekstraktif: SDA Sumatera (sawit, migas, batubara) disedot untuk membiayai subsidi dan pembangunan di Jawa, namun ketika terjadi kerusakan ekologis (banjir, tanah longsor) akibat izin eksploitasi yang mereka terbitkan, risikonya 100% ditanggung rakyat lokal. Tidak ada kamusnya dalam keadilan fiskal di mana 'Profit diprivatisasi ke Pusat, Bencana disosialisasi ke Daerah.",0,2 bulan yang lalu,pemerintah pusat menerapkan model ekonomi ekstraktif  sda sumatera  sawit  migas  batubara  disedot untuk membiayai subsidi dan pembangunan di jawa  namun ketika terjadi kerusakan ekologis  banjir  tanah longsor  akibat izin eksploitasi yang mereka terbitkan  risikonya      ditanggung rakyat lokal  tidak ada kamusnya dalam keadilan fiskal di mana  profit diprivatisasi ke pusat  bencana disosialisasi ke daerah,Negative
@maya_putri72,Solidaritas nasional terbukti lewat kebijakan konkret dan kerja sama di lapangan,0,2 bulan yang lalu,solidaritas nasional terbukti lewat kebijakan konkret dan kerja sama di lapangan,Neutral
@BukadikitJoss777,Gak bakalan terjadi bang itu gaakan menguntungkan dia dan orng terdekat,0,2 bulan yang lalu,gak bakalan terjadi bang itu gaakan menguntungkan dia dan orng terdekat,Neutral
@becareful12333,Astogfirlloh untuk program mgb lebih baik di salurkan kesumatra karma saat ini sangat dibutuhkan yakini beri kekuatan dan pertolongan mi ya robi,0,2 bulan yang lalu,astogfirlloh untuk program mgb lebih baik di salurkan kesumatra karma saat ini sangat dibutuhkan yakini beri kekuatan dan pertolongan mi ya robi,Neutral
@zahira_maharani70,Niat baik dan kerja keras seluruh pihak jadi modal utama bangun Sumatera pasca bencana,0,2 bulan yang lalu,niat baik dan kerja keras seluruh pihak jadi modal utama bangun sumatera pasca bencana,Neutral
@Memetaku666,jujur dulu aku merasa bg ferry ini terlalu melebih lebihkan suatu masalah tapi setelah kena bencana ini😢 aku merasa bg ferry menyampaikan keresahan penderitaan rakyat yg ga semua orang bisa rasakan kecuali mengalami nya sendiri,44,2 bulan yang lalu,jujur dulu aku merasa bg ferry ini terlalu melebih lebihkan suatu masalah tapi setelah kena bencana ini  aku merasa bg ferry menyampaikan keresahan penderitaan rakyat yg ga semua orang bisa rasakan kecuali mengalami nya sendiri,Neutral
@six-28official72,Feri ini jelas bencana yg buat manusia bukan bencana Alam biasa . Klo lu mau berharap ini jadi bencana nasional sama aj lu membebaskan tersangka penggundulan lahan di hutan sana tapi klo tidak jadi bencana nasional nnti yg bayar lu buat demo dll akan di tangkap. Dan klo nnti ini jadi bencana nasional nnti lu juga pasti nyinyir Prabowo membela tersangka penggundulan hutan. Haha skenario politik lu udah ke baca sama gw bro .,0,2 bulan yang lalu,feri ini jelas bencana yg buat manusia bukan bencana alam biasa   klo lu mau berharap ini jadi bencana nasional sama aj lu membebaskan tersangka penggundulan lahan di hutan sana tapi klo tidak jadi bencana nasional nnti yg bayar lu buat demo dll akan di tangkap  dan klo nnti ini jadi bencana nasional nnti lu juga pasti nyinyir prabowo membela tersangka penggundulan hutan  haha skenario politik lu udah ke baca sama gw bro,Negative
@rahmirahmi7353,"Bencana terjadi krn tangan2 manusia yg serakah, tidak memikirkan lingkungan.",0,2 bulan yang lalu,bencana terjadi krn tangan  manusia yg serakah  tidak memikirkan lingkungan,Negative
@alfonsuseda9766,Bg Feri ... apakah ini bencana alam atau bencana karena politik ?,0,2 bulan yang lalu,bg feri     apakah ini bencana alam atau bencana karena politik,Neutral
